city,total_customers,high_value_customers,avg_customer_spend,max_customer_spend
Mankato,9,0,88.8222222858005,311.45999526977539
College Station,12,0,141.54333305358887,377.94999885559082
São Benedito,8,0,155.90500056743625,481.29000186920166
Pedra Branca,8,0,132.7699998617172,314.46999931335449
Gotha,5,0,90.6819995880127,296.56999969482422
Powhatan,6,0,74.313333829243973,179.38999938964844
Hennigsdorf,4,0,61.744999408721924,141.56999778747559
Alice,2,0,110.05999994277954,110.61999988555908
Rosedale,2,0,143.46499824523926,232.27999496459961
Nicholasville,6,0,255.37499968210858,942.9900016784668
Martigues,3,0,73.219999949137375,110
Hacienda Heights,5,0,136.35200042724608,430.95000267028809
Toledo,18,0,129.04388862186011,465.3699951171875
Lérida,7,0,64.497142791748047,184.98999977111816
Shorewood,3,0,144.14000002543131,189.67000007629395
Nowra - Bomaderry,3,0,209.71666844685871,458.49000549316406
Obertshausen,1,0,237.92000770568848,237.92000770568848
Watford,2,0,59.360001087188721,67.670001983642578
Kingston,4,0,116.2049994468689,232.45000076293945
Conyers,7,0,79.984285490853438,213.5
Longview,16,0,142.34937471151352,325
Sainte-Gemme,1,0,11.760000228881836,11.760000228881836
Annecy,8,0,156.68125057220459,271.9900016784668
Hanover Park,3,0,98.716666221618652,247.96999740600586
Loves Park,3,0,131.24000199635825,234.25000476837158
Lengerich,1,0,76.779999732971191,76.779999732971191
Dehesa de Campoamor,5,0,73.54000034332276,245.770001411438
Lavaur,4,0,80.922499895095825,226.93999862670898
Goianésia do Pará,11,0,113.59090805053711,446.95999145507812
Tempe,18,0,126.95055617226492,272.84000110626221
Rice Castle,5,0,135.221999168396,233.13999938964844
Blackpool,11,0,138.45363642952657,263.32999801635742
Livry-Gargan,6,0,173.51166677474976,317.73999691009521
Altamont,4,0,120.56499981880188,213.80999946594238
Leimen,3,0,88.136666615804032,145.96999931335449
The Woodlands,13,0,125.66923126807581,339.93000793457031
Bernau bei Berlin,4,0,161.49250197410583,281.11000442504883
McHenry,4,0,127.4800009727478,238.10999774932861
Lichtenfels,3,0,147.55666764577231,278.68000316619873
San Juan,5,0,91.9819995880127,270.48999977111816
Calabasas,3,0,233.60666656494141,398.92000007629395
Cranberry Township,3,0,65.9666665395101,160.39999961853027
Maidstone,16,0,193.50437474250793,556.65999984741211
Waregem,4,0,155.92750024795532,384.94000053405762
Port Huron charter Township,4,0,145.56750059127808,246.14999961853027
Haines City,1,0,444.89999961853027,444.89999961853027
Xenia,2,0,208.51999855041504,321.1399974822998
Hounslow,8,0,200.79000127315521,485.88000583648682
Schönebeck (Elbe),3,0,179.50333340962729,349.93000221252441
Mulgoa,2,0,246.91499328613281,271.88998985290527
Marialva,5,0,100.53800010681152,219.9900016784668
Avignon,7,0,117.69571331569126,278.92999839782715
Cheltenham,8,0,125.78000032901765,442.09000205993652
Koekelberg,3,0,112.59000047047932,163.57000064849854
Xique-Xique,17,0,152.85176552043245,413.4900016784668
Erlanger,7,0,198.11142826080322,582.980001449585
Leominster,4,0,143.12499976158142,295.07999992370605
Sulphur Springs,1,0,124.9399995803833,124.9399995803833
New Philadelphia,1,0,63.8199987411499,63.8199987411499
La Roche-sur-Yon,4,0,98.454998731613159,232.42999267578125
Sint-Genesius-Rode,3,0,242.87666670481366,421.13000011444092
The Keppels,3,0,70.696667671203613,140.1400032043457
Donceel,1,0,11.949999809265137,11.949999809265137
Augsburg,19,0,130.75631643596449,439.32000255584717
Ynysmaerdy,1,0,47.940001487731934,47.940001487731934
Euskirchen,2,0,86.964998722076416,136.92999744415283
Reefton,1,0,874.36000156402588,874.36000156402588
Eynesbury,2,0,145.8899998664856,261.77999973297119
Mongaguá,9,0,113.37222194671631,448.7599983215332
Helmstedt,1,0,163.94000148773193,163.94000148773193
Neuendorf bei Elmshorn,3,0,140.71333090464276,272.18999290466309
Pantin,5,0,178.59999961853026,598.51999950408936
Ahaus,2,0,178.02500009536743,180.75
Chestnut Ridge,11,0,132.30545321377841,410.83999538421631
Boussu,2,0,209.28500032424927,246.94000148773193
New City,5,0,124.07200069427491,229.96000480651855
Joinville-le-Pont,1,0,379.94999980926514,379.94999980926514
La Longueville,1,0,45.929999351501465,45.929999351501465
Kumamoto City,3,0,73.633334477742522,108.19000053405762
Goldsboro,6,0,66.878334045410156,134.98000144958496
Avilés,3,0,83.183334668477372,130.05000400543213
Deerlijk,1,0,270.45000171661377,270.45000171661377
North Miami,5,0,58.21199970245361,97
La Homa,8,0,147.10500037670135,468
Kenner,4,0,221.59750127792358,503.10000228881836
Ogden,7,0,203.08714171818323,634.21999931335449
Ibbenbüren,7,0,95.294286046709331,223.90000152587891
Cathedral City,4,0,170.67499995231628,286.75
Superior Charter Township,4,0,171.66249990463257,318.21000099182129
Winchester,14,0,140.48071432113647,470.47999954223633
Maidenhead,6,0,106.84166685740153,262.7400016784668
Carson,14,0,131.97571400233679,637.92999267578125
Wesley Chapel,9,0,132.00222333272296,373.49000549316406
Gulfport,10,0,108.38500041961672,493.84000205993652
Schönefeld,3,0,346.41333198547363,842.32999801635742
Águas Belas,6,0,77.360000928243,195.20999908447266
Waipahu,8,0,158.95750105381012,365.98999881744385
Donaueschingen,4,0,217.33999919891357,448.4799976348877
Taylorville Station,1,0,11.989999771118164,11.989999771118164
Villeneuve,4,0,118.16000032424927,287.9900016784668
Flensburg,5,0,162.74400081634522,517.4900016784668
Steinfurt,3,0,93.236666997273758,146.98999977111816
Barnet,5,0,77.630000305175784,151.46000099182129
Gladbeck,6,0,202.38833300272626,295.82999801635742
Coursegoules,2,0,43.699999809265137,75.409999847412109
Kornwestheim,2,0,216.30499982833862,377.60999965667725
Alamogordo,5,0,141.09999923706056,415.57999801635742
São Manuel,11,0,168.87999985434791,431.98999977111816
Geesthacht,3,0,84.513332366943359,100.78000068664551
Benalmádena,4,0,82.572499752044678,210.44999694824219
Green,13,0,94.096154286311219,167.98000335693359
Newark-on-Trent,2,0,31.470000267028809,37.940000534057617
Newnan,9,0,183.46888966030545,335.8700065612793
Viry-Noureuil,3,0,89.033333460489914,147.98999977111816
Sehnde,3,0,18.886666615804035,22.989999771118164
Huétor Tájar,1,0,843.82000732421875,843.82000732421875
Villanueva de la Cañada,1,0,11.989999771118164,11.989999771118164
Alovera,4,0,173.98750019073486,348.48999977111816
Marcos Sanchez,1,0,11.989999771118164,11.989999771118164
Bensalem,6,0,231.2333345413208,625.94999885559082
Muskegon charter Township,3,0,39.813333511352539,59.450000762939446
Château-Gontier-sur-Mayenne,6,0,219.31166839599609,725.27000045776367
Anshun,22,0,99.668182329698041,379.17000579833984
São Cristóvão,18,0,102.32333326339722,248.65999984741211
Maltby,8,0,77.411249876022339,132.9900016784668
Chapelle-lez-Herlaimont,2,0,20.989999771118164,29.989999771118164
Walnut,5,0,217.90599937438964,351.60000038146973
Bluffton,3,0,79.993333180745438,118
Homestead Meadows North,4,0,198.37000036239624,345
Colorado City,5,0,143.95599708557128,481.89998817443848
El Mirage,3,0,272.62666893005371,413.5
Lima,4,0,75.4399995803833,224.5
Carcassonne,7,0,193.86999947684154,808.5
Lajedo,3,0,53.29333368937175,96.989999771118164
Redding,5,0,218.05000305175784,499.47000122070312
Fujio,3,0,305.80666414896649,526.02999877929688
Radstock,2,0,31.385000228881836,48.8700008392334
Beaune,3,0,132.29666709899902,254.94000053405762
Tega Cay,1,0,137.98999977111816,137.98999977111816
Hastings,15,0,143.1600008010864,445.94000244140625
Mialet,4,0,120.46000051498413,320.96000289916992
Meudon,8,0,103.23375010490417,228.99000549316406
Lantana,3,0,137.956667582194,159.94000053405762
Irving,17,0,107.26352972142837,492.5
Bariri,5,0,225.39400138854981,517.31000518798828
Millery,3,0,61.226667404174805,89.7300033569336
Long Buckby,4,0,293.58000230789185,537.95000076293945
Mancha Real,1,0,11.989999771118164,11.989999771118164
Bromelton,3,0,60.156667073567704,99.489999771118164
Arcueil,3,0,116.53333282470703,162.48999786376953
Lahr/Schwarzwald,6,0,72.068332513173431,220.93999862670898
Montebello,6,0,206.06000169118244,454.709997177124
Étalle,3,0,165.99666595458984,210.05999755859375
Rhauderfehn,1,0,29.979999542236328,29.979999542236328
Vicksburg,4,0,72.007500171661377,193.39000129699707
Ebbw Vale,2,0,77.489998817443848,95.9799976348877
Philippeville,2,0,89.924999237060547,118.89999961853027
Heidelberg,5,0,169.78000011444092,574.42000102996826
Havelange,1,0,253.8100004196167,253.8100004196167
Saint-Sulpice-le-Guérétois,3,0,148.70333544413248,222.93000602722168
Lansdale,7,0,119.25999968392507,225.39999961853027
Geldern,3,0,153.49333318074542,418.5
Saint-Avit-Saint-Nazaire,2,0,86.764999389648438,128.43000030517578
Sherlock,1,0,225.57999801635742,225.57999801635742
North Boston,3,0,191.57999992370605,494.75
Brigstock,7,0,89.597143718174536,308.35000228881836
Boa Viagem,12,0,146.36500016848245,486.11999702453613
Hyères,3,0,84.993333180745438,153.98999977111816
Stuhr,3,0,61.626667340596519,78.210000038146973
Nîmes,13,0,168.0569230593168,675.63999938964844
Aubervilliers,9,0,146.18888865576849,562.98999404907227
Queen Creek,9,0,128.8666672176785,515.40000152587891
Hermon,3,0,293.68666839599609,489.94000244140625
Obernai,3,0,113.4666665395101,184.38999938964844
Minowa-cho,3,0,111.62666575113931,189.94999694824216
Enid,3,0,28.076667149861652,47.2400016784668
Luxeuil-les-Bains,2,0,102.01499843597412,166.9799976348877
Herstal,7,0,175.38285773141044,406.71000099182129
Littleton,3,0,135.63666788736978,204.94000244140625
Toulon,10,0,185.95399913787841,424.47000312805176
Williamsburg,6,0,133.03833325703937,430.47999954223633
Navarre,6,0,74.968333562215165,202.98999786376953
Pforzheim,3,0,73.873332977294922,179.5
Machelen,3,0,268.349999109904,308.75
Albemarle,2,0,76.480002403259277,103.15000343322752
Guarabira,5,0,137.92400131225585,293.65000534057617
Madera,4,0,238.60249829292295,400.07999420166016
Saint-Lô,2,0,254.75000047683716,423.560001373291
Überlingen,5,0,72.241999435424788,169.36999893188477
Cheektowaga,2,0,59.885000228881836,89.8700008392334
Santiago,12,0,88.444166819254562,328.78000068664551
Plabennec,3,0,97.0133326848348,157.52999973297119
Porto Nacional,9,0,168.31555578443738,356.95000076293945
Bulles,5,0,107.73200035095213,262.36000061035156
La Puente,8,0,67.428750157356262,176.95000076293945
Oeiras,6,0,92.586666266123459,199.79999923706055
Ballymena,3,0,47.653334299723305,65.980001449584961
Guardias Viejas,5,0,49.996000289916992,95
Five Forks,5,0,244.89599800109863,637
Burnie - Somerset,3,0,95.079999287923172,160.74999618530273
Acará,7,0,199.66285760062081,562.56999969482422
Elche,11,0,71.5709094134244,297
Sangonera la Verde,2,0,179.45499706268311,203.96999931335449
Banning,4,0,254.28749704360962,742.989990234375
Ourense,7,0,136.96285738263811,286.92999839782715
Las Cruces,4,0,59.217499256134033,154.9799976348877
Northbrook,3,0,101.64666684468587,190.98999977111816
Santo Antônio do Tauá,5,0,94.573999786376945,246.71000099182129
Johns Creek,13,0,170.0938462477464,940.94000053405762
Deerfield,2,0,258.48000192642212,392.25000476837158
Gingerah,2,0,86.795000076293945,161.59000015258789
Kingston upon Thames,6,0,108.58666642506918,230.5
Saint-Georges-de-Noisné,2,0,212.78500080108643,385.57000160217285
Presidente Dutra,10,0,98.895000076293925,237.98000144958496
Gräfelfing,2,0,41,70
Chino Hills,6,0,182.11333211263022,476.80999755859375
Everett,14,0,136.81214291708807,392.97999954223633
Parla,11,0,83.3390912142667,242.72000122070312
Paray-Vieille-Poste,3,0,188.30666542053223,408.7299976348877
West Allis,5,0,207.34000110626221,621.38000106811523
Reims,16,0,198.36812555789945,497.93000221252441
Ryton-on-Dunsmore,2,0,293.35500335693359,315.83000183105469
Wolverhampton,16,0,172.98687493801117,918.86999893188477
Haar,3,0,69.4766674041748,97.989999771118164
Winterton,2,0,42,72
Hurst,1,0,12,12
Wilmington Island,1,0,210.5,210.5
Fort Dodge,2,0,136.46499824523926,260.92999649047852
Sabran,5,0,185.5779998779297,571.18000030517578
Poço Redondo,8,0,57.143749833106995,109.98999977111816
Gonfreville-l'Orcher,3,0,337.44333267211914,766.379997253418
Assú,7,0,125.17857088361467,389.93999481201172
Vineyards,2,0,37.5,50
Dungannon,5,0,124.36000061035155,207
Ypres,1,0,41.989999771118164,41.989999771118164
Conover,2,0,63.994998931884766,91.989997863769531
Bollullos Par del Condado,1,0,235.65000152587891,235.65000152587891
Yeovil,6,0,212.38666566212973,343.69999504089355
Cheshunt,5,0,102.03599891662597,240.7399959564209
Theodore,1,0,12,12
Belfort,5,0,188.68399963378906,345
Chowchilla,3,0,46.310001373291016,66.9900016784668
Lincoln Park,8,0,94.678749203681946,207.89999771118164
Waterlooville,2,0,19.494999885559082,26.989999771118164
Revel,2,0,62.014999389648438,74.979999542236328
Le Creusot,1,0,393.76000022888184,393.76000022888184
Tabernes de la Valldigna,2,0,85.7249984741211,159.44999694824219
Rosny-sous-Bois,5,0,56.831999969482425,126.68000030517578
Wayland,2,0,121.94999885559082,141.9799976348877
Emden,2,0,105,110
Zemst,2,0,54.5,97
Aquia Harbour,6,0,195.75000095367432,352.94000244140625
Roselle,4,0,35.7475004196167,65
Saint-André-de-Cubzac,2,0,163.49000072479248,291.98999977111816
Yucaipa,5,0,267.08600082397459,594
Gijón,13,0,158.21846257723297,414.95001220703131
Curralinho,13,0,139.32538487361029,639.90000152587891
Bamberg,7,0,72.067143031529028,188.36000061035156
Ba Chao City,1,0,146.94999694824219,146.94999694824219
Chamblee,3,0,202.64333343505859,277.5
Izeaux,4,0,37.962500572204583,54.950000762939446
Schwäbisch Gmünd,2,0,42.594999313354492,50.189998626708977
Tifton,3,0,116.01999918619791,204.92999649047852
El Monte,5,0,85.529999542236325,164.97000122070312
Henstedt-Ulzburg,2,0,78.5,132
Redmond,9,0,167.76888932122122,442.96999931335449
Neuilly-sur-Marne,2,0,215.98500061035156,409.97000122070312
Jarzé Villages,2,0,70.470001220703125,80.950000762939453
Bella Vista,5,0,95.478000259399408,185
Poperinge,3,0,99.133332570393875,210.45000076293945
Afogados da Ingazeira,7,0,169.39285496303015,402.7299919128418
São Bento,11,0,128.74272745305845,340.48999786376953
Clovis,17,0,125.83882343067842,392.5
Canela,9,0,124.54888873630098,299
Kempten (Allgäu),3,0,155.44666544596356,239.40999603271484
Grantham,4,0,79.777500629425049,178
Pont-à-Mousson,4,0,79.539999961853027,244.15999984741211
Châteaugiron,2,0,261.07499980926514,368.78999710083008
Ewa Beach,5,0,86.61600036621094,247.58000183105469
Colchester,13,0,107.98153862586388,318.90999603271484
Pfinztal,3,0,250.26666641235352,528.80999755859375
Itupiranga,7,0,178.54571396963937,478
Rietz-Neuendorf,2,0,24,36
Trier,8,0,102.06750071048737,179.99000549316406
Heber City,1,0,42.989999771118164,42.989999771118164
Scarborough,4,0,129.85500049591064,169
Estación de Cártama,3,0,119.38999938964844,197.3799991607666
Amagasaki City,8,0,97.133750677108765,250.78999900817871
Corró d'Avall,3,0,192.58999983469647,449.46999931335449
Sainte-Pazanne,1,0,12,12
Arganda del Rey,3,0,169.01666704813641,262.27000045776367
Ibi,2,0,164.54000282287598,198.43000411987305
Ibaté,9,0,81.758888774447968,149.5
Castelnau-de-Lévis,2,0,124.53000068664551,138.95000076293945
Pittsburgh,7,0,86.002857208251953,206.64999961853027
Iranduba,10,0,130.546000289917,254.58999824523926
Somme-Leuze,1,0,207.57999610900879,207.57999610900879
St. Petersburg,13,0,83.369231444138748,233.97999954223633
Preaux,3,0,35.840000788370766,80.530002593994141
Sunbury,3,0,38.066666920979813,77.950000762939453
Zizur Mayor,1,0,12,12
Vise,3,0,98.086668014526367,135.73000144958496
Trémery,1,0,201.93999481201172,201.93999481201172
Perwez,1,0,222,222
St Helens,7,0,115.48857062203543,308.33999824523926
Lünen,10,0,96.265000724792472,390.98000526428223
Brookhaven,4,0,168.75750207901,231.0000057220459
Sentmenat,2,0,202.68499851226807,335.42000007629395
Santee,3,0,89.406666437784835,188.22999954223633
Penn Hills,3,0,51.64666748046875,59.950000762939446
Farnworth,5,0,128.69399986267089,319.79000091552734
Étampes,5,0,118.4840015411377,169.1200008392334
Utsunomiya City,2,0,116.48999977111816,117.02999877929688
West Bromwich,3,0,175.76333363850912,257.5
Daventry,2,0,113.89999961853027,117.84999847412109
Bertem,1,0,110.97999954223633,110.97999954223633
Tamworth,4,0,68.232500076293945,120.95000076293945
Rancho San Diego,6,0,167.85499986012778,264
Palm Springs,5,0,179.57199821472167,301.02999687194824
Ávila,4,0,95.002499103546143,260.34000015258789
Fuenlabrada,14,0,170.48142896379744,434.59000205993652
Country Club Estates,2,0,54.414999008178711,68.879997253417969
Bossier City,8,0,94.093750357627854,351.00000190734863
Geneva,6,0,127.8750015894572,534.070011138916
Camilo Torres,14,0,165.06500026157926,473.47000122070312
Tewkesbury,2,0,32.264999389648438,37.349998474121087
Cape Cleveland,3,0,103.92333221435547,160.07999801635742
Hattersheim am Main,2,0,125.5,136.5
Mildenau,3,0,22.316666920979817,30
Rousson,3,0,207.99000040690106,461.98000144958496
Móstoles,9,0,79.803333918253585,216.98999786376953
Gines,1,0,125.29999923706055,125.29999923706055
Antelope,2,0,47.789999008178711,52.779998779296882
DeKalb,3,0,75.646666844685868,165.95000076293945
São Sebastião do Paraíso,10,0,105.3360008239746,277.4900016784668
Lithia Springs,4,0,111.35750079154968,188.53999996185303
Eldersburg,4,0,141.5049991607666,220.29999923706055
Sterling,5,0,151.88799896240235,245.82999420166016
Sanger,5,0,159.74400005340576,433
Worthing,8,0,116.49874997138976,224.93999671936035
Messingham,2,0,285.23500061035156,383
Boom,2,0,195.4950008392334,199
Inhumas,9,0,238.377777311537,502.59999465942383
Cartaya,1,0,141,141
Weyhe,3,0,101.88000043233235,188
La Cienega,2,0,62.760000228881836,64
Elk Grove,20,0,170.86050024032593,719.48999977111816
Danville,6,0,94.75166670481363,183.38999938964844
Washington Township,5,0,134.77199935913086,242.38999938964844
Lowell,5,0,93.970000076293942,208.5
Guarantã do Norte,3,0,47.646666844685875,70
Tarauacá,7,0,68.280000005449565,244.6299991607666
Larapinta,1,0,127.93999862670897,127.93999862670897
Sudbury,3,0,137.3799991607666,288.1399974822998
Louviers,2,0,92.6800012588501,150.90000152587891
Joplin,8,0,167.37250089645386,359
La Flèche,2,0,147.479998588562,215.01000022888184
Siloam Springs,3,0,246.31000137329102,425.11000061035156
Cedar Rapids,6,0,162.17833312352496,386.09000110626221
Fort Lee,5,0,108.56999969482422,388.5099983215332
Huldenberg,1,0,24.680000305175781,24.680000305175781
Dias d'Ávila,19,0,131.66473654696813,402.03000068664551
Beeville,2,0,175.58000326156616,180.15000343322754
Batavia,4,0,116.62499952316284,164.9900016784668
Limeil-Brévannes,1,0,12.100000381469728,12.100000381469728
Bom Gosto,8,0,52.748749732971191,89.5
Andernach,6,0,53.555000940958664,129.74000549316406
Jerez de la Frontera,13,0,139.93769293565018,481.97999954223633
Rio Branco,8,0,129.10125052928925,359.9900016784668
Autun,2,0,166.64499998092651,280.91000080108643
Las Cabezas de San Juan,2,0,119.35500240325928,139.6400032043457
Southern Moreton Bay Islands,2,0,277.13999843597412,291.08999729156494
Manresa,6,0,165.57833321889242,311.189998626709
Dundee,12,0,88.660832802454635,232.9900016784668
Altadena,3,0,143.00000063578287,301.47999954223633
Grajaú,12,0,109.90916657447815,270.84999656677246
Colonie,2,0,84.044998168945312,133.33999633789062
Patterson,1,0,12.199999809265137,12.199999809265137
Tordera,2,0,14.599999904632568,17
São Roque do Paraguaçu,9,0,156.27111117045084,897.4900016784668
Sitges,1,0,257.39000034332275,257.39000034332275
Jeonju City,36,0,130.8394442134433,523.22999954223633
Catonsville,6,0,152.29999971389771,357.61999893188477
Arpajon-sur-Cère,4,0,140.29249978065491,354.98000144958496
Piracicaba,5,0,105.4480001449585,309.439998626709
Offenheim,2,0,24.695000171661377,35.15000057220459
South Valley,7,0,136.55428518567766,278.77999877929688
Reus,10,0,133.56200037002563,220.82999801635742
Slough,10,0,109.6770004272461,402.24000549316406
Le Bouscat,1,0,151.15000057220459,151.15000057220459
Rheinbach,1,0,57.209999084472656,57.209999084472656
Teltow,4,0,59.542500019073479,119.98999786376952
Brasschaat,3,0,158.41666666666666,218.25
Springboro,4,0,157.9775013923645,399.93000411987305
Caldes de Montbui,2,0,249.20500087738037,296.42999839782715
Richland,10,0,88.13400039672851,316.94999694824219
Saint-Nauphary,1,0,28.279999732971191,28.279999732971191
Dracut,5,0,260.10399913787842,644.92999649047852
Mount Airy,4,0,58.480000257492065,78
Rio Preto da Eva,10,0,117.06100006103516,247.93999671936035
Rio Verde,6,0,93.386667410532638,293.08000183105469
Ryugasaki City,3,0,118.81666564941406,250.55999565124512
Tiffin,5,0,95.64000129699707,268.84000205993652
Blean,2,0,61.174998760223389,109.98999786376953
Hoyerswerda,2,0,158.94500207901,188.36999988555908
Pacifica,3,0,241.82333405812582,537.49000072479248
Longwood,4,0,177.45250034332275,450.49000072479248
Guaramirim,9,0,95.14888858795166,272.94999694824219
Guajará-Mirim,6,0,340.61833445231116,590.43000221252441
Esplugues de Llobregat,6,0,92.161666870117188,264.92000198364258
Wilkes-Barre,1,0,12.420000076293944,12.420000076293944
Bucca,8,0,102.65999984741211,175
Villafranca de los Barros,1,0,25.420000076293945,25.420000076293945
Auriol,3,0,86.776666323343917,194.479998588562
Lörrach,5,0,163.87599964141845,551.48999786376953
Espírito Santo do Pinhal,14,0,240.49857228142875,947.22999954223633
Swadlincote,5,0,146.45600109100343,181.9900016784668
West Lake Stevens,5,0,123.56200122833252,333.88000297546387
Farmington,12,0,188.66583498318991,450.88000202178955
Rio Brilhante,4,0,226.61750054359436,525
Canandaigua,1,0,147.47000026702881,147.47000026702881
Wilnsdorf,3,0,162.42666594187418,213.47000026702881
Iwaki City,5,0,168.01000194549562,371.85000610351562
Melilla,10,0,56.208000183105469,202.5
Lawrence Township,4,0,147.89499998092651,300.91999816894531
Sélestat,3,0,72.526668548583984,172.850004196167
Chilgok-gun,9,0,110.19222238328722,301.97000122070312
Spring,6,0,128.99333477020264,342.99000549316406
Bilston,7,0,177.81571456364225,504.93999481201172
Muron,1,0,12.5,12.5
Milpitas,7,0,92.822857992989682,197.99000549316406
Armagh,3,0,193.14666557312012,241.44999694824219
Lagoa da Prata,11,0,96.505454496903852,178.45999908447266
Colonial Heights,2,0,19.75,27
Hoddles Creek,2,0,81.309999465942383,150.11999893188477
Pornic,5,0,98.505999374389646,201.48999786376953
La Galia,2,0,68.230000495910645,123.95000076293945
South Miami Heights,4,0,103.26500082015991,155.50000190734863
Park Ridge,4,0,160.85499906539917,371.46999740600586
Hammonton,2,0,114.34500026702881,118.48999977111816
Marau,10,0,84.284000301361075,186.15000152587891
Deal,3,0,140.70666917165121,207.770001411438
Kennesaw,8,0,138.57624995708466,219.65000152587891
Valla,2,0,31.275000095367432,50
Vincennes,4,0,104.79500126838684,178.15000343322754
Limoeiro do Norte,11,0,100.4290918003429,322.97999572753906
Torre de Benagalbón,1,0,201.56999969482422,201.56999969482422
Vertou,2,0,282.28499984741211,490.07999992370605
Gormaig,2,0,161.54000186920166,238.5200023651123
Waldbröl,1,0,128.04000091552734,128.04000091552734
Canvey Island,5,0,91.434003829956055,327.6300163269043
Cherbourg-en-Cotentin,6,0,131.30000019073486,183.84999847412109
Waterbury,6,0,63.003332614898682,118.93999862670898
Corcoran,5,0,94.640000343322754,231.67999839782715
Puente Genil,3,0,152.15999889373779,411.57999706268311
Ephrata Township,11,0,108.22636370225386,228
Brent,3,0,86.519999504089355,148.93999671936035
West Des Moines,7,0,246.8342855998448,903
Asse,4,0,138.41000056266785,203.02000045776367
Menton,3,0,86.926666577657073,135.64999961853027
Kelkheim (Taunus),4,0,70.397500276565552,149.95000076293945
Harpole,1,0,199.34999942779541,199.34999942779541
Chantilly,3,0,50.646667798360184,84.4900016784668
Huntsville,22,0,166.00045464255595,572.9900016784668
Bogie,4,0,66.802500724792466,138.78000259399414
Camaquã,8,0,85.3500007390976,310.11000061035156
Fürth,6,0,69.311667124430343,138.6200008392334
Montoro,1,0,12.739999771118164,12.739999771118164
Bouguenais,5,0,244.65999870300294,553.51999473571777
Saint-Cloud,3,0,109.20999972025554,255.08999824523926
Puerto Lumbreras,1,0,262.69000244140625,262.69000244140625
South San Francisco,5,0,94.328000640869135,159.98999977111816
Aripeka,5,0,187.97200126647948,334.45000076293945
La Seu d'Urgell,1,0,143.69000244140625,143.69000244140625
Valdemorillo,4,0,78.757500171661377,161.03000068664551
Lompoc,2,0,136.84500122070312,239.70000076293945
Bergkamen,5,0,132.36599960327149,253.78999710083008
Arahal,1,0,340.04999923706055,340.04999923706055
Somerset,2,0,333.40000057220459,629.05000114440918
Viçosa,10,0,100.74300127029419,282.38000679016113
Prado Norte,1,0,72.770001411437988,72.770001411437988
Plourin-lès-Morlaix,4,0,96.484999179840088,189.94999980926514
Ronse,1,0,104.70999813079834,104.70999813079834
Carentan les Marais,3,0,90.956667264302581,176.08000183105469
Deerfield Beach,6,0,123.77666680018108,271.95000076293945
Magherafelt,2,0,29.39500093460083,45.9900016784668
Tucumã,10,0,142.71900053024294,296.75000095367432
Lagarto,21,0,163.33523950122651,695
Hamilton Township,3,0,279.90333271026611,482.9900016784668
Bloomington,17,0,167.85294184965247,578.930004119873
Warminster,6,0,165.6316665013631,319.97999954223633
Guadarrama,2,0,138.90500068664551,252.82000160217285
Padre Bernardo,6,0,247.16333484649658,542.93000221252441
Oshkosh,5,0,57.253999900817874,98.080001831054688
Kings Point,4,0,125.41999983787537,223.52999877929688
Wheat Ridge,4,0,109.50999999046326,282.74999904632568
South Laurel,4,0,52.174999237060547,82.849996566772461
Reiffton,4,0,165.2024974822998,249.89999961853027
Rialto,4,0,91.257499694824219,195.39999961853027
Royal Wootton Bassett,1,0,112.39999961853027,112.39999961853027
La Bañeza,2,0,57.395000457763672,84.9900016784668
La Gangosa,5,0,92.261999893188474,145.9900016784668
Ashburn,12,0,97.805833578109741,324.91999816894531
Killeen,12,0,109.13333368301392,302.97999954223633
Bull Run,8,0,179.03124928474426,525
Zonnebeke,3,0,84.180000305175781,158.9900016784668
Baixio do Boi,6,0,216.69500160217285,409.65999984741211
Southend-on-Sea,10,0,101.96999940872192,194.95000076293945
Eunápolis,7,0,106.04571465083529,399
Quincampoix,1,0,345.9400053024292,345.9400053024292
Oita City,2,0,91.824998378753662,170.69999694824219
Ocean Township,6,0,150.44833517074585,290.91000461578369
Texarkana,5,0,37.564000129699707,74
Higashi Kozoi,6,0,79.993333021799728,145.59999847412109
Pont-a-Celles,1,0,12.949999809265137,12.949999809265137
Sands Point,4,0,168.23749995231628,271.94999980926514
Yadboro,1,0,553.94999980926514,553.94999980926514
Apache Junction,8,0,152.06499969959259,469.78999710083008
Saint Augustine Shores,3,0,89.12333329518637,125.92999935150146
Montivilliers,1,0,53.949999809265137,53.949999809265137
Mount Evelyn,2,0,64.449999809265137,73.899999618530273
Croydon,14,0,125.13142858232769,417.5
Sarreguemines,5,0,96.052000236511233,179.94999694824219
Ciudad Real,4,0,39.760000705718994,71.4900016784668
Bensheim,4,0,152.21749997138977,343.42999935150146
Gouville-sur-Mer,1,0,273.83000469207764,273.83000469207764
Brymbo,4,0,180.11249995231628,326.94999980926514
Garden Grove,10,0,108.9289994239807,256.05999755859375
Wellingborough,6,0,129.07500060399374,235.51999950408936
Ciempozuelos,2,0,33.925000667572021,54.900001525878906
Adra,3,0,66.01999982198079,88
Central Islip,3,0,32.979999860127769,40
Lubbeek,2,0,32.965000629425049,45.940001487731934
Mililani,5,0,79.928000068664545,256.77000045776367
Igarapé-Açu,6,0,145.17666689554849,501.91000747680664
Natchez,6,0,130.52833223342896,459.9799919128418
Binisalem,2,0,385.01999807357788,646.299994468689
